tax_id,Org_name,GeneID,CurrentID,Status,Symbol,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count
9913,Bos taurus,783261,0,live,LOC783261,6,NC_037333.1,31800752,31801528,plus,0
9913,Bos taurus,112447213,0,live,LOC112447213,6,NC_037333.1,32388051,32388157,minus,1
9913,Bos taurus,526089,0,live,LOC526089,6,NC_037333.1,32773699,32778784,minus,0
9913,Bos taurus,616908,0,live,CCSER1,6,NC_037333.1,33012914,34501395,minus,12
9913,Bos taurus,509118,0,live,LOC509118,6,NC_037333.1,33571351,33573255,plus,1
9913,Bos taurus,516574,0,live,MMRN1,6,NC_037333.1,34655097,34767322,minus,9
9913,Bos taurus,282857,0,live,SNCA,6,NC_037333.1,34852760,35000324,plus,9
9913,Bos taurus,112447052,0,live,LOC112447052,6,NC_037333.1,34987036,35371362,minus,9
9913,Bos taurus,517995,0,live,GPRIN3,6,NC_037333.1,35497632,35574468,plus,2
9913,Bos taurus,101903701,0,live,TIGD2,6,NC_037333.1,35691718,35695077,minus,2
9913,Bos taurus,282605,0,live,FAM13A,6,NC_037333.1,35695476,36032668,plus,30
9913,Bos taurus,510924,0,live,HERC3,6,NC_037333.1,36052148,36250577,minus,29
9913,Bos taurus,508508,0,live,NAP1L5,6,NC_037333.1,36082759,36084691,plus,1
9913,Bos taurus,100996942,0,live,PYURF,6,NC_037333.1,36250626,36253481,plus,2
9913,Bos taurus,514374,0,live,PIGY,6,NC_037333.1,36250626,36253481,plus,2
9913,Bos taurus,514373,0,live,HERC5,6,NC_037333.1,36257276,36302471,minus,23
9913,Bos taurus,527520,0,live,HERC6,6,NC_037333.1,36309325,36366769,minus,23
9913,Bos taurus,540329,0,live,PPM1K,6,NC_037333.1,36449102,36472317,plus,8
9913,Bos taurus,536203,0,live,ABCG2,6,NC_037333.1,36475511,36603215,plus,23
9913,Bos taurus,112447205,0,live,LOC112447205,6,NC_037333.1,36492697,36492803,minus,1
9913,Bos taurus,781421,0,live,LOC781421,6,NC_037333.1,36526355,36527350,plus,0
9913,Bos taurus,530393,0,live,PKD2,6,NC_037333.1,36613501,36672178,minus,15
9913,Bos taurus,281499,0,live,SPP1,6,NC_037333.1,36693204,36700208,minus,7
9913,Bos taurus,112447053,0,live,LOC112447053,6,NC_037333.1,36702045,36912300,plus,3
9913,Bos taurus,613958,0,live,MEPE,6,NC_037333.1,36850100,36864170,minus,5
9913,Bos taurus,281233,0,live,IBSP,6,NC_037333.1,36879556,36893874,minus,7
9913,Bos taurus,112447150,0,live,LOC112447150,6,NC_037333.1,37009738,37014604,minus,2
9913,Bos taurus,112447267,0,live,TRNAA-CGC,6,NC_037333.1,37118306,37118377,minus,0
9913,Bos taurus,781648,0,live,LAP3,6,NC_037333.1,37140752,37166191,plus,13
9913,Bos taurus,513972,0,live,MED28,6,NC_037333.1,37169216,37175026,plus,4
9913,Bos taurus,523874,0,live,FAM184B,6,NC_037333.1,37178065,37301553,minus,18
9913,Bos taurus,531234,0,live,NCAPG,6,NC_037333.1,37301623,37378129,plus,22
9913,Bos taurus,777600,0,live,DCAF16,6,NC_037333.1,37320473,37321117,minus,1
9913,Bos taurus,540095,0,live,LCORL,6,NC_037333.1,37377806,37556970,minus,13
9913,Bos taurus,782905,0,live,LOC782905,6,NC_037333.1,38145309,38149188,minus,0
9913,Bos taurus,534164,0,live,SLIT2,6,NC_037333.1,39778000,40184422,plus,38
9913,Bos taurus,100138737,0,live,LOC100138737,6,NC_037333.1,39918828,39920120,minus,0
9913,Bos taurus,100313258,0,live,MIR218-1,6,NC_037333.1,40087130,40087239,plus,1
9913,Bos taurus,527318,0,live,PACRGL,6,NC_037333.1,40221493,40249127,plus,13
9913,Bos taurus,614299,0,live,KCNIP4,6,NC_037333.1,40250031,41576555,minus,13
9913,Bos taurus,112447054,0,live,LOC112447054,6,NC_037333.1,40827644,40870458,plus,5
9913,Bos taurus,112447228,0,live,LOC112447228,6,NC_037333.1,40972421,40972520,plus,0
9913,Bos taurus,782172,0,live,LOC782172,6,NC_037333.1,41639516,41640230,plus,0
9913,Bos taurus,541147,0,live,ADGRA3,6,NC_037333.1,41984596,42117053,minus,20
9913,Bos taurus,101904854,0,live,LOC101904854,6,NC_037333.1,42195727,42196517,minus,0
9913,Bos taurus,539625,0,live,GBA3,6,NC_037333.1,42263601,42395508,plus,6
9913,Bos taurus,112447151,0,live,LOC112447151,6,NC_037333.1,42982520,42988398,minus,2
9913,Bos taurus,104972733,0,live,LOC104972733,6,NC_037333.1,43014063,43081541,plus,6
9913,Bos taurus,112447204,0,live,LOC112447204,6,NC_037333.1,43086285,43086391,minus,1
9913,Bos taurus,338446,0,live,PPARGC1A,6,NC_037333.1,43380463,44095232,minus,20
9913,Bos taurus,112447206,0,live,LOC112447206,6,NC_037333.1,44031424,44031530,minus,1
9913,Bos taurus,512327,0,live,DHX15,6,NC_037333.1,44133427,44187399,minus,14
9913,Bos taurus,100138258,0,live,LOC100138258,6,NC_037333.1,44263562,44280472,minus,0
9913,Bos taurus,104968852,0,live,LOC104968852,6,NC_037333.1,44320630,44372108,plus,7
9913,Bos taurus,532481,0,live,SOD3,6,NC_037333.1,44387204,44393167,plus,4
9913,Bos taurus,613278,0,live,CCDC149,6,NC_037333.1,44400526,44519642,minus,14
9913,Bos taurus,112447152,0,live,LOC112447152,6,NC_037333.1,44542972,44564910,plus,3
9913,Bos taurus,541046,0,live,LGI2,6,NC_037333.1,44589538,44617975,minus,8
9913,Bos taurus,112447056,0,live,LOC112447056,6,NC_037333.1,44695267,44711271,plus,3
9913,Bos taurus,518874,0,live,SEPSECS,6,NC_037333.1,44697959,44737241,minus,13
9913,Bos taurus,521790,0,live,PI4K2B,6,NC_037333.1,44738676,44841662,plus,12
9913,Bos taurus,511397,0,live,ZCCHC4,6,NC_037333.1,44864842,44915552,plus,16
9913,Bos taurus,514572,0,live,ANAPC4,6,NC_037333.1,44921936,44955049,plus,28
9913,Bos taurus,112447057,0,live,LOC112447057,6,NC_037333.1,45116814,45140317,plus,6
9913,Bos taurus,112447218,0,live,LOC112447218,6,NC_037333.1,45175613,45175719,plus,1
9913,Bos taurus,282484,0,live,SLC34A2,6,NC_037333.1,45178886,45205948,plus,14
9913,Bos taurus,535060,0,live,SEL1L3,6,NC_037333.1,45244640,45352956,minus,24
9913,Bos taurus,112447153,0,live,LOC112447153,6,NC_037333.1,45364582,45368435,minus,3
9913,Bos taurus,112447060,0,live,LOC112447060,6,NC_037333.1,45401054,45403407,minus,2
9913,Bos taurus,615093,0,live,SMIM20,6,NC_037333.1,45403482,45416235,plus,5
9913,Bos taurus,112447241,0,live,TRNAA-UGC,6,NC_037333.1,45436475,45436549,plus,0
9913,Bos taurus,112447201,0,live,LOC112447201,6,NC_037333.1,45501843,45501919,minus,0
9913,Bos taurus,767928,0,live,RBPJ,6,NC_037333.1,45645918,45887975,plus,17
9913,Bos taurus,112447226,0,live,LOC112447226,6,NC_037333.1,45806441,45806544,minus,1
9913,Bos taurus,506207,0,live,CCKAR,6,NC_037333.1,45919636,45932509,minus,7
9913,Bos taurus,615452,0,live,TBC1D19,6,NC_037333.1,46022662,46178917,plus,24
9913,Bos taurus,112447154,0,live,LOC112447154,6,NC_037333.1,46200360,46233057,plus,5
9913,Bos taurus,541299,0,live,STIM2,6,NC_037333.1,46270843,46456139,plus,14
9913,Bos taurus,107132563,0,live,LOC107132563,6,NC_037333.1,46763045,46763423,minus,0
9913,Bos taurus,112447013,0,live,LOC112447013,6,NC_037333.1,46911151,46911875,minus,0
9913,Bos taurus,107132565,0,live,LOC107132565,6,NC_037333.1,48237076,48237323,plus,0
9913,Bos taurus,100298058,0,live,LOC100298058,6,NC_037333.1,48746692,48747162,plus,0
9913,Bos taurus,112447186,0,live,LOC112447186,6,NC_037333.1,49020641,49020774,plus,1
9913,Bos taurus,112447178,0,live,LOC112447178,6,NC_037333.1,49619081,49619179,plus,0
9913,Bos taurus,514537,0,live,PCDH7,6,NC_037333.1,49957076,50430388,plus,7
9913,Bos taurus,784827,0,live,LOC784827,6,NC_037333.1,50559023,50561121,minus,0
9913,Bos taurus,112447014,0,live,LOC112447014,6,NC_037333.1,51021950,51023979,minus,0
9913,Bos taurus,788223,0,live,LOC788223,6,NC_037333.1,51615541,51616597,minus,0
9913,Bos taurus,112447188,0,live,LOC112447188,6,NC_037333.1,53100611,53100693,plus,1
9913,Bos taurus,100140872,0,live,LOC100140872,6,NC_037333.1,54396646,54400113,minus,0
9913,Bos taurus,104968864,0,live,LOC104968864,6,NC_037333.1,54638779,54640458,minus,0
9913,Bos taurus,781670,0,live,LOC781670,6,NC_037333.1,55194309,55195431,plus,0
9913,Bos taurus,512010,0,live,ARAP2,6,NC_037333.1,55443414,55640423,minus,37
9913,Bos taurus,112447062,0,live,LOC112447062,6,NC_037333.1,55676297,55680668,minus,2
9913,Bos taurus,100140203,0,live,DTHD1,6,NC_037333.1,55680704,55765027,plus,10
9913,Bos taurus,525433,0,live,LOC525433,6,NC_037333.1,56488312,56488745,plus,2
9913,Bos taurus,107132566,0,live,NWD2,6,NC_037333.1,56607098,56734202,plus,3
9913,Bos taurus,101906734,0,live,LOC101906734,6,NC_037333.1,56781216,56885514,minus,5
9913,Bos taurus,511424,0,live,C6H4orf19,6,NC_037333.1,56850591,56929154,plus,5
9913,Bos taurus,768210,0,live,RELL1,6,NC_037333.1,56929240,57025931,minus,9
9913,Bos taurus,506980,0,live,PGM2,6,NC_037333.1,57145040,57182341,plus,14
9913,Bos taurus,282704,0,live,TBC1D1,6,NC_037333.1,57203557,57429961,plus,27
9913,Bos taurus,781379,0,live,LOC781379,6,NC_037333.1,57259035,57259537,minus,0
9913,Bos taurus,104972737,0,live,LOC104972737,6,NC_037333.1,57436069,57441907,minus,3
9913,Bos taurus,112447065,0,live,LOC112447065,6,NC_037333.1,57598739,57614741,minus,3
9913,Bos taurus,101907152,0,live,LOC101907152,6,NC_037333.1,57629597,57633964,plus,2
9913,Bos taurus,112447066,0,live,LOC112447066,6,NC_037333.1,57718367,57722152,minus,2
9913,Bos taurus,112447271,0,live,TRNAI-AAU,6,NC_037333.1,57902614,57902687,minus,0
9913,Bos taurus,530358,0,live,KLF3,6,NC_037333.1,57942847,57978356,plus,7
9913,Bos taurus,112447069,0,live,LOC112447069,6,NC_037333.1,58013127,58022089,minus,3
9913,Bos taurus,112447068,0,live,LOC112447068,6,NC_037333.1,58018739,58028282,plus,2
9913,Bos taurus,539791,0,live,TLR10,6,NC_037333.1,58034097,58054261,minus,3
9913,Bos taurus,407237,0,live,TLR6,6,NC_037333.1,58050661,58091640,minus,8
9913,Bos taurus,511583,0,live,FAM114A1,6,NC_037333.1,58091735,58156566,plus,17
9913,Bos taurus,533681,0,live,TMEM156,6,NC_037333.1,58157551,58223892,minus,11
9913,Bos taurus,528668,0,live,KLHL5,6,NC_037333.1,58241489,58337305,plus,13
9913,Bos taurus,533633,0,live,WDR19,6,NC_037333.1,58350006,58428624,plus,39
9913,Bos taurus,514842,0,live,RFC1,6,NC_037333.1,58430057,58507255,minus,28
9913,Bos taurus,514925,0,live,KLB,6,NC_037333.1,58528467,58563083,plus,5
9913,Bos taurus,282884,0,live,RPL9,6,NC_037333.1,58564662,58569426,minus,7
9913,Bos taurus,530865,0,live,LIAS,6,NC_037333.1,58569544,58581427,plus,11
9913,Bos taurus,281564,0,live,UGDH,6,NC_037333.1,58585309,58620161,minus,12
9913,Bos taurus,614774,0,live,SMIM14,6,NC_037333.1,58629740,58774315,minus,11
9913,Bos taurus,281225,0,live,UBE2K,6,NC_037333.1,58774603,58854233,plus,7
9913,Bos taurus,112447195,0,live,LOC112447195,6,NC_037333.1,58827596,58827718,minus,1
9913,Bos taurus,533206,0,live,PDS5A,6,NC_037333.1,58885735,59020029,minus,36
9913,Bos taurus,112447155,0,live,LOC112447155,6,NC_037333.1,59066461,59067973,plus,0
9913,Bos taurus,539533,0,live,N4BP2,6,NC_037333.1,59106855,59162709,plus,19
9913,Bos taurus,768307,0,live,RHOH,6,NC_037333.1,59202154,59250257,plus,6
9913,Bos taurus,112447273,0,live,TRNAG-GCC,6,NC_037333.1,59272088,59272158,minus,0
9913,Bos taurus,521876,0,live,CHRNA9,6,NC_037333.1,59324388,59337767,plus,5
9913,Bos taurus,112447071,0,live,LOC112447071,6,NC_037333.1,59356426,59378100,plus,3
9913,Bos taurus,540831,0,live,RBM47,6,NC_037333.1,59387155,59663515,minus,19
9913,Bos taurus,104968867,0,live,LOC104968867,6,NC_037333.1,59562929,59587164,plus,3
9913,Bos taurus,533295,0,live,NSUN7,6,NC_037333.1,59663407,59710952,plus,12
9913,Bos taurus,514013,0,live,APBB2,6,NC_037333.1,59711754,60095779,minus,27
9913,Bos taurus,514394,0,live,UCHL1,6,NC_037333.1,60147577,60159280,plus,10
9913,Bos taurus,535165,0,live,LIMCH1,6,NC_037333.1,60224099,60575766,plus,35
9913,Bos taurus,112447073,0,live,LOC112447073,6,NC_037333.1,60252994,60292310,plus,3
9913,Bos taurus,112447274,0,live,TRNAG-CCC,6,NC_037333.1,60538981,60539052,minus,0
9913,Bos taurus,783703,0,live,PHOX2B,6,NC_037333.1,60645372,60650376,minus,3
9913,Bos taurus,614879,0,live,TMEM33,6,NC_037333.1,60814803,60834434,plus,8
9913,Bos taurus,784473,0,live,LOC784473,6,NC_037333.1,60855260,60856867,minus,0
9913,Bos taurus,522345,0,live,SLC30A9,6,NC_037333.1,60859582,60948048,plus,18
9913,Bos taurus,614525,0,live,BEND4,6,NC_037333.1,60982593,61011528,minus,5
9913,Bos taurus,101903036,0,live,LOC101903036,6,NC_037333.1,61078637,61109114,minus,4
9913,Bos taurus,107132567,0,live,LOC107132567,6,NC_037333.1,61110077,61119437,plus,2
9913,Bos taurus,112447075,0,live,LOC112447075,6,NC_037333.1,61167703,61174130,minus,3
9913,Bos taurus,781091,0,live,SHISA3,6,NC_037333.1,61227897,61232482,plus,2
9913,Bos taurus,317692,0,live,ATP8A1,6,NC_037333.1,61240030,61478165,minus,39
9913,Bos taurus,527289,0,live,GRXCR1,6,NC_037333.1,61590787,61829470,plus,6
9913,Bos taurus,527955,0,live,LOC527955,6,NC_037333.1,61651443,61654100,minus,0
9913,Bos taurus,112447156,0,live,LOC112447156,6,NC_037333.1,61870049,61887193,plus,4
9913,Bos taurus,112447157,0,live,LOC112447157,6,NC_037333.1,61993303,62001995,minus,3
9913,Bos taurus,101906152,0,live,LOC101906152,6,NC_037333.1,62324825,62325892,plus,0
9913,Bos taurus,112447243,0,live,TRNAC-ACA,6,NC_037333.1,62350182,62350253,plus,0
9913,Bos taurus,539881,0,live,KCTD8,6,NC_037333.1,62834653,63097599,minus,2
9913,Bos taurus,522186,0,live,YIPF7,6,NC_037333.1,63238858,63290418,minus,9
9913,Bos taurus,522459,0,live,GUF1,6,NC_037333.1,63290356,63316637,plus,18
9913,Bos taurus,508383,0,live,GNPDA2,6,NC_037333.1,63317042,63348132,minus,7
9913,Bos taurus,104968873,0,live,LOC104968873,6,NC_037333.1,63332265,63345655,plus,2
9913,Bos taurus,112447244,0,live,TRNAC-ACA,6,NC_037333.1,63559351,63559422,plus,0
9913,Bos taurus,112447181,0,live,LOC112447181,6,NC_037333.1,63816988,63817049,minus,1
9913,Bos taurus,112447015,0,live,LOC112447015,6,NC_037333.1,64055210,64059028,minus,0
9913,Bos taurus,615885,0,live,GABRG1,6,NC_037333.1,64584436,64674550,minus,9
9913,Bos taurus,282236,0,live,GABRA2,6,NC_037333.1,64814826,64961988,minus,11
9913,Bos taurus,112447245,0,live,TRNAW-CCA,6,NC_037333.1,64997002,64997073,plus,0
9913,Bos taurus,100298320,0,live,LOC100298320,6,NC_037333.1,65210389,65211312,plus,0
9913,Bos taurus,767916,0,live,COX7B2,6,NC_037333.1,65334232,65469055,minus,3
9913,Bos taurus,282238,0,live,GABRA4,6,NC_037333.1,65498266,65572998,minus,9
9913,Bos taurus,282239,0,live,GABRB1,6,NC_037333.1,65611892,66064698,plus,9
9913,Bos taurus,112447219,0,live,LOC112447219,6,NC_037333.1,65987009,65987110,plus,1
9913,Bos taurus,507292,0,live,COMMD8,6,NC_037333.1,66094348,66109778,minus,5
9913,Bos taurus,536495,0,live,ATP10D,6,NC_037333.1,66135915,66272136,plus,26
9913,Bos taurus,527107,0,live,CORIN,6,NC_037333.1,66272531,66581941,minus,23
9913,Bos taurus,101906472,0,live,LOC101906472,6,NC_037333.1,66311284,66312359,minus,1
9913,Bos taurus,112447275,0,live,TRNAC-GCA,6,NC_037333.1,66350436,66350507,minus,0
9913,Bos taurus,784953,0,live,NFXL1,6,NC_037333.1,66590626,66652186,minus,23
9913,Bos taurus,281700,0,live,CNGA1,6,NC_037333.1,66668903,66706869,minus,9
9913,Bos taurus,539757,0,live,NIPAL1,6,NC_037333.1,66717013,66744153,plus,6
9913,Bos taurus,504782,0,live,TXK,6,NC_037333.1,66757236,66818990,minus,16
9913,Bos taurus,504733,0,live,TEC,6,NC_037333.1,66819043,66989042,minus,20
9913,Bos taurus,534203,0,live,SLAIN2,6,NC_037333.1,67048631,67120464,plus,9
9913,Bos taurus,112447198,0,live,LOC112447198,6,NC_037333.1,67053157,67053258,minus,0
9913,Bos taurus,540151,0,live,SLC10A4,6,NC_037333.1,67165376,67171373,plus,3
9913,Bos taurus,540150,0,live,ZAR1,6,NC_037333.1,67172184,67188089,plus,6
9913,Bos taurus,511059,0,live,FRYL,6,NC_037333.1,67179392,67448469,minus,67
9913,Bos taurus,533520,0,live,OCIAD1,6,NC_037333.1,67496284,67519222,plus,13
9913,Bos taurus,505877,0,live,OCIAD2,6,NC_037333.1,67528017,67539906,minus,7
9913,Bos taurus,785528,0,live,CWH43,6,NC_037333.1,67633865,67706775,plus,17
9913,Bos taurus,538195,0,live,DCUN1D4,6,NC_037333.1,67706928,67788868,plus,16
9913,Bos taurus,101905687,0,live,LOC101905687,6,NC_037333.1,67711307,67718630,minus,2
9913,Bos taurus,516507,0,live,LRRC66,6,NC_037333.1,67852550,67878756,minus,6
9913,Bos taurus,535372,0,live,SGCB,6,NC_037333.1,67878832,67905909,minus,6
9913,Bos taurus,107132568,0,live,LOC107132568,6,NC_037333.1,67893363,67896553,minus,0
9913,Bos taurus,112447076,0,live,LOC112447076,6,NC_037333.1,67915193,67916200,minus,2
9913,Bos taurus,615729,0,live,SPATA18,6,NC_037333.1,67916281,67960216,plus,14
9913,Bos taurus,100847183,0,live,LOC100847183,6,NC_037333.1,68120804,68122121,plus,0
9913,Bos taurus,112447158,0,live,LOC112447158,6,NC_037333.1,68164978,68173704,plus,3
9913,Bos taurus,516420,0,live,USP46,6,NC_037333.1,68303938,68378475,minus,9
9913,Bos taurus,100847212,0,live,DANCR,6,NC_037333.1,68399343,68407991,plus,4
9913,Bos taurus,104797348,0,live,MIR4449,6,NC_037333.1,68399515,68399583,plus,1
9913,Bos taurus,112447192,0,live,LOC112447192,6,NC_037333.1,68404963,68405084,plus,1
9913,Bos taurus,528446,0,live,RASL11B,6,NC_037333.1,68530438,68534897,plus,4
9913,Bos taurus,535130,0,live,SCFD2,6,NC_037333.1,68538960,68936021,minus,9
9913,Bos taurus,100138550,0,live,FIP1L1,6,NC_037333.1,68940881,69005837,plus,18
9913,Bos taurus,540694,0,live,LNX1,6,NC_037333.1,69002385,69194010,minus,14
9913,Bos taurus,101906021,0,live,LOC101906021,6,NC_037333.1,69402533,69404599,minus,0
9913,Bos taurus,615190,0,live,CHIC2,6,NC_037333.1,69536633,69596055,minus,6
9913,Bos taurus,112447079,0,live,LOC112447079,6,NC_037333.1,69541388,69546744,minus,1
9913,Bos taurus,112447080,0,live,LOC112447080,6,NC_037333.1,69594417,69595943,plus,2
9913,Bos taurus,539228,0,live,GSX2,6,NC_037333.1,69629306,69630906,plus,2
9913,Bos taurus,282301,0,live,PDGFRA,6,NC_037333.1,69723776,69771549,plus,26
9913,Bos taurus,100296974,0,live,LOC100296974,6,NC_037333.1,69811870,69812341,minus,0
9913,Bos taurus,112447211,0,live,LOC112447211,6,NC_037333.1,69877227,69877333,minus,1
9913,Bos taurus,100296505,0,live,LOC100296505,6,NC_037333.1,69912455,69912920,plus,0
9913,Bos taurus,112447208,0,live,LOC112447208,6,NC_037333.1,69954510,69954616,plus,1
9913,Bos taurus,280832,0,live,KIT,6,NC_037333.1,70166692,70254049,plus,21
9913,Bos taurus,112447081,0,live,LOC112447081,6,NC_037333.1,70307180,70369372,plus,6
9913,Bos taurus,100138563,0,live,LOC100138563,6,NC_037333.1,70458765,70529979,plus,0
9913,Bos taurus,112447176,0,live,LOC112447176,6,NC_037333.1,70521225,70521316,minus,0
9913,Bos taurus,112447210,0,live,LOC112447210,6,NC_037333.1,70557421,70557527,minus,1
9913,Bos taurus,407170,0,live,KDR,6,NC_037333.1,70567551,70612407,minus,30
9913,Bos taurus,535834,0,live,SRD5A3,6,NC_037333.1,70803119,70819349,plus,5
9913,Bos taurus,532600,0,live,TMEM165,6,NC_037333.1,70838726,70865828,plus,6
9913,Bos taurus,100300400,0,live,CLOCK,6,NC_037333.1,70867167,70978567,minus,27
9913,Bos taurus,531753,0,live,PDCL2,6,NC_037333.1,70988548,71024317,minus,6
9913,Bos taurus,781731,0,live,LOC781731,6,NC_037333.1,71005928,71006905,minus,0
9913,Bos taurus,782109,0,live,NMU,6,NC_037333.1,71028069,71061911,minus,10
9913,Bos taurus,107132570,0,live,LOC107132570,6,NC_037333.1,71073472,71085669,minus,2
9913,Bos taurus,107132569,0,live,LOC107132569,6,NC_037333.1,71136115,71140633,minus,3
9913,Bos taurus,101906526,0,live,LOC101906526,6,NC_037333.1,71168824,71200916,minus,6
9913,Bos taurus,104968890,0,live,LOC104968890,6,NC_037333.1,71187756,71194553,minus,0
9913,Bos taurus,104968894,0,live,EXOC1L,6,NC_037333.1,71230499,71247204,plus,3
9913,Bos taurus,782293,0,live,LOC782293,6,NC_037333.1,71262131,71263838,minus,0
9913,Bos taurus,504440,0,live,EXOC1,6,NC_037333.1,71271841,71325107,plus,23
9913,Bos taurus,509483,0,live,CEP135,6,NC_037333.1,71357308,71433288,plus,27
9913,Bos taurus,511259,0,live,CRACD,6,NC_037333.1,71702642,71716207,plus,6
9913,Bos taurus,782093,0,live,AASDH,6,NC_037333.1,71743551,71772390,minus,15
9913,Bos taurus,509652,0,live,PPAT,6,NC_037333.1,71780593,71821769,minus,12
9913,Bos taurus,404170,0,live,PAICS,6,NC_037333.1,71796657,71844038,plus,18
9913,Bos taurus,112447180,0,live,LOC112447180,6,NC_037333.1,71845309,71845369,minus,0
9913,Bos taurus,509430,0,live,SRP72,6,NC_037333.1,71846136,71872959,plus,20
9913,Bos taurus,539310,0,live,ARL9,6,NC_037333.1,71874902,71890030,plus,5
9913,Bos taurus,100847603,0,live,THEGL,6,NC_037333.1,71893508,71935734,plus,9
9913,Bos taurus,112447084,0,live,LOC112447084,6,NC_037333.1,71903034,71903860,minus,0
9913,Bos taurus,509782,0,live,LOC509782,6,NC_037333.1,71964073,71964546,minus,0
9913,Bos taurus,281270,0,live,HOPX,6,NC_037333.1,71973662,72005995,minus,5
9913,Bos taurus,104968891,0,live,LOC104968891,6,NC_037333.1,71979634,71987356,plus,2
9913,Bos taurus,112447194,0,live,LOC112447194,6,NC_037333.1,72081095,72081221,plus,1
9913,Bos taurus,767993,0,live,SPINK2B,6,NC_037333.1,72097151,72104516,minus,4
9913,Bos taurus,507148,0,live,RESTB,6,NC_037333.1,72173376,72199325,plus,6
9913,Bos taurus,615792,0,live,RESTA,6,NC_037333.1,72187123,72335499,plus,6
9913,Bos taurus,783045,0,live,LOC783045,6,NC_037333.1,72206183,72219470,minus,0
9913,Bos taurus,101902029,0,live,LOC101902029,6,NC_037333.1,72255018,72279638,minus,6
9913,Bos taurus,539773,0,live,NOA1A,6,NC_037333.1,72350734,72361031,minus,7
9913,Bos taurus,538184,0,live,POLR2B,6,NC_037333.1,72361714,72405597,plus,25
9913,Bos taurus,101902381,0,live,LOC101902381,6,NC_037333.1,72372311,72373715,minus,0
9913,Bos taurus,616368,0,live,IGFBP7,6,NC_037333.1,72405517,72485427,minus,5
9913,Bos taurus,112447085,0,live,LOC112447085,6,NC_037333.1,72432060,72434250,plus,2
9913,Bos taurus,112447276,0,live,TRNAK-UUU,6,NC_037333.1,72600871,72600943,minus,0
9913,Bos taurus,112447277,0,live,TRNAC-GCA,6,NC_037333.1,72608255,72608326,minus,0
9913,Bos taurus,107132571,0,live,LOC107132571,6,NC_037333.1,73533308,73534374,plus,0
9913,Bos taurus,112447248,0,live,TRNAG-UCC,6,NC_037333.1,73540827,73540898,plus,0
9913,Bos taurus,112447016,0,live,LOC112447016,6,NC_037333.1,73593283,73681860,plus,0
9913,Bos taurus,100141023,0,live,LOC100141023,6,NC_037333.1,74927778,75012878,plus,0
9913,Bos taurus,112447159,0,live,LOC112447159,6,NC_037333.1,75377597,75403181,plus,2
9913,Bos taurus,112447249,0,live,TRNAC-GCA,6,NC_037333.1,76367537,76367608,plus,0
9913,Bos taurus,282651,0,live,ADGRL3,6,NC_037333.1,76716311,77652446,plus,30
9913,Bos taurus,112447086,0,live,LOC112447086,6,NC_037333.1,77648500,77650694,minus,2
9913,Bos taurus,100140587,0,live,LOC100140587,6,NC_037333.1,77692669,77699235,minus,0
9913,Bos taurus,112447160,0,live,LOC112447160,6,NC_037333.1,78035117,78039460,minus,3
9913,Bos taurus,112447161,0,live,LOC112447161,6,NC_037333.1,78167200,78238526,plus,4
9913,Bos taurus,785233,0,live,LOC785233,6,NC_037333.1,78490686,78492058,minus,1
9913,Bos taurus,112447017,0,live,LOC112447017,6,NC_037333.1,78899956,78900718,plus,0
9913,Bos taurus,112447087,0,live,LOC112447087,6,NC_037333.1,79181637,79182965,minus,1
9913,Bos taurus,782855,0,live,LOC782855,6,NC_037333.1,79464980,79465432,plus,0
9913,Bos taurus,616643,0,live,TECRL,6,NC_037333.1,79787721,79930156,minus,12
9913,Bos taurus,515240,0,live,LOC515240,6,NC_037333.1,80798524,80800038,minus,0
9913,Bos taurus,100337226,0,live,EPHA5,6,NC_037333.1,80832576,81240679,minus,23
9913,Bos taurus,100139136,0,live,LOC100139136,6,NC_037333.1,81669279,81670262,plus,0
9913,Bos taurus,112447018,0,live,LOC112447018,6,NC_037333.1,82157415,82159726,plus,0
9913,Bos taurus,450214,0,live,CENPC,6,NC_037333.1,83183416,83277500,minus,19
9913,Bos taurus,507296,0,live,STAP1,6,NC_037333.1,83291648,83321883,plus,9
9913,Bos taurus,518834,0,live,UBA6,6,NC_037333.1,83328879,83415785,minus,33
9913,Bos taurus,281798,0,live,GNRHR,6,NC_037333.1,83434759,83452397,minus,3
9913,Bos taurus,100140490,0,live,LOC100140490,6,NC_037333.1,83456058,83518727,minus,9
9913,Bos taurus,521615,0,live,TMPRSS11D,6,NC_037333.1,83530050,83595664,minus,14
9913,Bos taurus,517049,0,live,TMPRSS11A,6,NC_037333.1,83614431,83676973,minus,10
9913,Bos taurus,518437,0,live,LOC518437,6,NC_037333.1,83687047,83729133,minus,10
9913,Bos taurus,785556,0,live,TMPRSS11F,6,NC_037333.1,83750657,83873914,minus,11
9913,Bos taurus,785585,0,live,TMPRSS11BNL,6,NC_037333.1,83890024,83911924,minus,10
9913,Bos taurus,613882,0,live,LOC613882,6,NC_037333.1,83916879,83918312,plus,0
9913,Bos taurus,100140029,0,live,LOC100140029,6,NC_037333.1,83921803,83936922,minus,11
9913,Bos taurus,100335739,0,live,TMPRSS11E,6,NC_037333.1,83955388,84012786,minus,10
9913,Bos taurus,101903916,0,live,LOC101903916,6,NC_037333.1,83975153,83979869,plus,0
